id,Text,Label,language
911,"""no sirves pa esto""",toxic,español
912,"""Simple but effective.""",clean,ingles
913,"""no sabes ni lo basico""",toxic,español
914,"""q comentario tan vacio""",toxic,español
915,"""inmigrantes parásitos""",hate,español
916,"""Disgusting faggots should die of AIDS""",hate,ingles
917,"""qué comentario tan necio""",toxic,español
918,"""This feels very natural.""",clean,ingles
919,"""sigue asi maestro 👏""",clean,español
920,"""Good points overall.""",clean,ingles
921,"""comentario basura""",toxic,español
922,"""hablas puras estupideces""",toxic,español
923,"""That was helpful content.""",clean,ingles
924,"""q comentario tan nefasto""",toxic,español
925,"""wey aprende a pensar tantito""",toxic,español
926,"""mujeres derechos""",hate,español
927,"""comentario pendejo""",toxic,español
928,"""CNN this is why you are a joke!""",toxic,ingles
929,"""muy epico ese momento ⭐""",clean,español
930,"""VAMOSSS chat apoyando!! 👏""",clean,español
931,"""negros inferiores""",hate,español
932,"""All ragheads should die""",hate,ingles
933,"""neta q flojera leerte""",toxic,español
934,"""bro q comentario tan flojo""",toxic,español
935,"""dale compa sin miedo 🔥""",clean,español
936,"""mejor vete""",toxic,español
937,"""muy buena musica 🎶""",clean,español
938,"""Filthy refugees go back""",hate,ingles
939,"""momento ÉPICO total ⭐""",clean,español
940,"""Trannies are mutilating themselves""",hate,ingles
941,"""I appreciate the clear explanation.""",clean,ingles
942,"""lol no puede ser 😂""",clean,español
943,"""Wow, that’s impressive 👀""",clean,ingles
944,"""does this guy riot before or after work? Orrrr, let me guess he fucks off all day doing nothing.""",toxic,ingles
945,"""I appreciate how clear it is.""",clean,ingles
946,"""a qe hora termina esto bro?""",clean,español
947,"""no dumber people on earth then americans""",toxic,ingles
948,"""Blacks are violent criminals""",hate,ingles
949,"""FAKE!!...CNN IS BS""",toxic,ingles
950,"""We all know with the chimpers there is no compassion in their mud pumping hearts. """,toxic,ingles
951,"""White man can't finish his sentence
 America needs to wake up!!the truth of murder is there!""",toxic,ingles
952,"""lol lol chat loco""",clean,español
953,"""poggers chat poggers 🤩""",clean,español
954,"""holaaaa recien salgo del jale""",clean,español
955,"""aprende a leer""",toxic,español
956,"""death ti the white devil""",toxic,ingles
957,"""me encanta este juego wey 😍""",clean,español
958,"""aprende algo pls""",toxic,español
959,"""I appreciate how clear this is.""",clean,ingles
960,"""Simple explanation, nice.""",clean,ingles
961,"""alguien sabe si hay raid?""",clean,español
962,"""me quedo viendo un rato 😄""",clean,español
963,"""q comentario tan tonto""",toxic,español
964,"""Jews are the enemy of humanity""",hate,ingles
965,"""otra pendejada""",toxic,español
966,"""Dirty chinks go home""",hate,ingles
967,"""Perhaps you should start teaching blacks that law and education is important, instead of treating them as special snowflakes?""",toxic,ingles
968,"""This explanation makes sense.""",clean,ingles
969,"""progres basura""",hate,español
970,"""homosexuales pecado""",hate,español
971,"""Check out this you tube post. ""Black man goes on an epic rant against Ferguson rioters.""
 
 Although his message is delivered with childish, cartoon-ish emotions.... He is one of the very few African American's who gets it.""",toxic,ingles
972,"""borregos votantes""",hate,español
973,"""me quedo todo el stream :)""",clean,español
974,"""HOLA MEN todo bn?""",clean,español
975,"""no sabes de qué hablas""",toxic,español
976,"""esa jugada fue brutal 🔥""",clean,español
977,"""Good explanation style 👍""",clean,ingles
978,"""wey ya callate tantito""",toxic,español
979,"""q onda chat!!! 😄""",clean,español
980,"""neta q das flojera""",toxic,español
981,"""mejor cállate ya""",toxic,español
982,"""You actually CAN shout ""fire"" in a crowded theater. Christopher Hitchens demonstrated this in his talk about ""free speech."" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager. """,toxic,ingles
983,"""puras tonterías dices""",toxic,español
984,"""nmms q nivel tan bajo""",toxic,español
985,"""esa decision fue top 💯""",clean,español
986,"""A true dictatorship ! Let's wait and check which of the coutries will start sanctioning on U.S government? I guess none of countries, because USA is a corrupted all of countries in the world except Russia and China.""",toxic,ingles
987,"""Look at these disgusting trannies""",hate,ingles
988,"""nmms ni escribir sabes""",toxic,español
989,"""wenas compa listo 🎮""",clean,español
990,"""qien anda desde inicio?""",clean,español
991,"""This is explained well.""",clean,ingles
992,"""muy buen ritmo chat 👏""",clean,español
993,"""puras pendejadas""",toxic,español
994,"""Ragheads should be banned from our country""",hate,ingles
995,"""""I can believe whatever I wanna believe, I don't care what any of them have to say.""
 Bassem Masri, you are an idiot.""",toxic,ingles
996,"""Muslims are incompatible with civilization""",hate,ingles
997,"""Mike browns father does NOT buy into it....he got caught on video saying ""Burn the bitch down"" reffering to Ferguson................and this dude you are interviwing is just a thug and should not be given air time.............""",toxic,ingles
998,"""bro yaaaa, das pena desde lejos 😬""",toxic,español
999,"""wenas compa listo pa ver 🎮""",clean,español
1000,"""LOL inesperado :v""",clean,español
1001,"""a qe hora vuelves manana?""",clean,español
1002,"""Smirconnish is the most even-handed guy in the world. This guy Masri is an idiot.""",toxic,ingles
1003,"""All kikes should be gassed""",hate,ingles
1004,"""q asco tu opinión, neta 🤮""",toxic,español
1005,"""i find this satisfying for some reason""",toxic,ingles
1006,"""This feels well organized.""",clean,ingles
1007,"""ez win jajaja""",clean,español
1008,"""wey q asco d opinion 🤮""",toxic,español
1009,"""progres cultura""",hate,español
1010,"""THIS ARAB PIECE OF SHIT,,, ACTING LIKE HE GETS HARRASSED,, HE OR HIS PARENTS OWN A STORE AND YET HE ACTS LIKE HE GETS TREATED LIKE BLACK PEOPLE LOL... the same people who steals from his store,, what a moron piece of shit""",toxic,ingles
1011,"""gg wp gracias""",clean,español
1012,"""Bassem Masri is a criminal, a thug and a psychopath. He has no credibility, and no humanity. He needs to be locked in a jail cell. Time for the rubber-room and straight-jacket for Bassem. Get his intellectually dishonest butt out of the community. """,toxic,ingles
1013,"""Shoot to apprehend? Easier said than done.. When the evidence was presented, Michael brown was still attackin darren after he was shot twice.... People have this misconception, like in the movies, that one gun shot anywhere to the body, will disable an attacker. This is a false belief.. There are cases of people still attacking or running after they've been shot 2-3 times. For god sake, 50 cent was shot 9 times and he's alive... When you're being attacked by a 6 ft 3 200 somthing pound person, and you're on your back, it's hard to say I""m just goin to shoot to apprehend. Had michael brown copnducted himself like a gentleman, this wouldn't have happened. He was an aggresive piece of shit, and this muslim shit head isn't any better. He's filled with rage and doesn't have the answer for anything. Progression comes from tolerance not violence.""",toxic,ingles
1014,"""This interviewer is right. This guy should show some respect to the paramilitary police that are killing and getting away with it. Ha!""",toxic,ingles
1015,"""pobres ayudas""",hate,español
1016,"""Nice explanation style.""",clean,ingles
1017,"""nooo pero estuvo bn 👍""",clean,español
1018,"""This makes things clearer.""",clean,ingles
1019,"""I would LOVE to see this pussy go to Staten Island and spit on a cop. I would LOVE to see it happen. Mike Brown was a strong arm thug and people are burning Ferguson down. Eric Garnier did nothing wrong and was choked to death. No protest on mafia controlled Staten Island. No burning cars. Nothing. """,toxic,ingles
1020,"""This is clear enough for me.""",clean,ingles
1021,"""a qe hora el sorteo?""",clean,español
1022,"""I appreciate the simplicity.""",clean,ingles
1023,"""rumanos ladrones""",hate,español
1024,"""q onda loco ya arranco?""",clean,español
1025,"""wey q oso total 🤡""",toxic,español
1026,"""estás bn mal""",toxic,español
1027,"""since we now know that he never held his hands up. Anyone who raises his hand up to show he is against the police of Ferguson is a racist scumbag. Watch tv and count them. There are a lot of racist scumbags out there.""",toxic,ingles
1028,"""pog ese momento 🔥""",clean,español
1029,"""todo lo haces mal""",toxic,español
1030,"""fascistas violentos""",hate,español
1031,"""todo mal, TODO""",toxic,español
1032,"""nazis esvástica""",hate,español
1033,"""hola hola chat movido 😎""",clean,español
1034,"""sanchistas traidores""",hate,español
1035,"""Dangerous ragheads belong in the desert""",hate,ingles
1036,"""rusos mafia""",hate,español
1037,"""sigue asi vas genial 😎""",clean,español
1038,"""poggers total chat ✨""",clean,español
1039,"""no aportas""",toxic,español
1040,"""homosexuales matrimonio""",hate,español
1041,"""This is easy to understand.""",clean,ingles
1042,"""esta super entretenido 👍""",clean,español
1043,"""Racist whites are the problem""",hate,ingles
1044,"""holaaaa chat hermoso <3""",clean,español
1045,"""You people are sick! This man is speaking the truth and y'all are just mad. Trying to justify why a young boy who did nothing was shot and killed smh. Y'all are the devil and a disease to this earth! I'll be glad when the sun burns all your asses into extinction and we can have our planet back! Half animal half devil cave beasts!!! """,toxic,ingles
1046,"""nmms estas bn mal""",toxic,español
1047,"""me gusto un chorro 😍""",clean,español
1048,"""no te rindas wey 😄""",clean,español
1049,"""venezolanos ignorantes""",hate,español
1050,"""nerf cuando XD""",clean,español
1051,"""qien mas llego tarde xD""",clean,español
1052,"""qien mas espera boss?""",clean,español
1053,"""heard a Billionaire funded these organised riots ,what a fucken suck joke""",toxic,ingles
1054,"""ese ace fue brutal 🔥""",clean,español
1055,"""VAMOS bro tu puedes 💪""",clean,español
1056,"""pobres vagos""",hate,español
1057,"""venezolanos invasores""",hate,español
1058,"""q onda loco ya empezo?""",clean,español
1059,"""xD xD buenisimo eso""",clean,español
1060,"""otra tontería""",toxic,español
1061,"""""Dis be furgusun in de unitid stateth o' murka!"" - Retard starts violent protest and then tries to pawn off the 'police state' lie when the cops arrive.""",toxic,ingles
1062,"""Islamic Terrorist insighting hatred and violence under the disguise of an african citizen its time that american citizens realise their true enemy is islam and not black or white people""",toxic,ingles
1063,"""Bassem Masri is a terrorist part of isis""",toxic,ingles
1064,"""That was interesting to watch.""",clean,ingles
1065,"""CNN needs to hire that man. He is a real American. We are in trouble. """,toxic,ingles
1066,"""I understand this now.""",clean,ingles
1067,"""This hits different 😌""",clean,ingles
1068,"""Clean presentation.""",clean,ingles
1069,"""F pero buena run :)""",clean,español
1070,"""mujeres cuotas""",hate,español
1071,"""das flojera bro""",toxic,español
1072,"""GG bien jugado 🔥""",clean,español
1073,"""dale sin miedo loco 💪""",clean,español
1074,"""Savage blacks are dangerous""",hate,ingles
1075,"""This explanation was good.""",clean,ingles
1076,"""aprende a pensar""",toxic,español
1077,"""esto ya es GG? :o""",clean,español
1078,"""Simple but effective.""",clean,ingles
1079,"""Filthy gypsies steal everything""",hate,ingles
1080,"""bro aprende algo nuevo""",toxic,español
1081,"""me encanta tu estilo bro 😍""",clean,español
1082,"""menas violadores""",hate,español
1083,"""Calm and informative.""",clean,ingles
1084,"""aprende algo y regresa""",toxic,español
1085,"""Helpful explanation, thanks.""",clean,ingles
1086,"""All faggots should be shot""",hate,ingles
1087,"""qué vergüenza ajena""",toxic,español
1088,"""This explanation is solid.""",clean,ingles
1089,"""okupas pisos""",hate,español
1090,"""This helped clarify things.""",clean,ingles
1091,"""q pro te salio rey :D""",clean,español
1092,"""All blacks are animals""",hate,ingles
1093,"""bro todo lo haces mal""",toxic,español
1094,"""Chinks are ruining our economy""",hate,ingles
1095,"""nmms tas bien menso 😂""",toxic,español
1096,"""Pretty clear message.""",clean,ingles
1097,"""me gusta como juegas neta 😍""",clean,español
1098,"""chinos plaga""",hate,español
1099,"""menas centros""",hate,español
1100,"""deja de repetir lo mismo idiota""",toxic,español
1101,"""alguien sabe del parche?""",clean,español
1102,"""inmigrantes ladrones""",hate,español
1103,"""españoles colonizadores""",hate,español
1104,"""SIII victoria segura 🏆""",clean,español
1105,"""And in this section ladies and gentlemen, you will see black people misbehaving. I wonder what would happen if everyone rioted when court decisions do not go their way.""",toxic,ingles
1106,"""I get it now 😄""",clean,ingles
1107,"""holaaa recién salgo del trabajo""",clean,español
1108,"""puras pendejadas""",toxic,español
1109,"""hey gente hermosa uwu""",clean,español
1110,"""You all are some dumb as people""",toxic,ingles
1111,"""eres insufribleeee, nadie t aguanta""",toxic,español
1112,"""I liked the explanation style.""",clean,ingles
1113,"""a qe hora te vas?""",clean,español
1114,"""bien ahi maestro 👏""",clean,español
1115,"""Lazy spics stop mooching""",hate,ingles
1116,"""wey yaaa, suficiente 😤""",toxic,español
1117,"""This guy an idiot, if that's the best you can do, you have lost already!! WHAT A BOZO!!""",toxic,ingles
1118,"""bien ahi crack 👏""",clean,español
1119,"""jajajaja no aguanto 😂""",clean,español
1120,"""comentario estúpido""",toxic,español
1121,"""This cleared things up.""",clean,ingles
1122,"""qien mas anda conectado?""",clean,español
1123,"""xD xD que paso ahi""",clean,español
1124,"""Let's get this straight and present the facts as the mass media should have from the beginning. 18 yr old (by all legal aspects an adult) robs a convince store. The criminal later flees the seen and is aprehended by the police. Resists arrest and altercation occurs between the two. The police (as in every case similar to this uses force). Criminal is killed. The killing goes to court. A randomly selected jury views all the evidence and hears out all witnesses which pertain to the case. Radom jury reaches unanimous verdict of not guilty. Im sorry protestors I can't here over all this DEMOCRACY!""",toxic,ingles
1125,"""jajajaja me hiciste reir 😂""",clean,español
1126,"""mejor no hables""",toxic,español
1127,"""Lesbians are distinct""",hate,ingles
1128,"""alguien sabe el parche nuevo?""",clean,español
1129,"""nmms puro ruido haces""",toxic,español
1130,"""indepes golpistas""",hate,español
1131,"""Pretty solid explanation.""",clean,ingles
1132,"""Fucking savages! Protest sumthing real... Like how your government is robbing you and sendin your kids to an elegal WAR! You are the laughing stock of America congrats!""",toxic,ingles
1133,"""kekw no me esperaba eso""",clean,español
1134,"""fascistas asesinos""",hate,español
1135,"""lol no puede ser 😂""",clean,español
1136,"""otra idiotez tuya""",toxic,español
1137,"""moros velo""",hate,español
1138,"""rojos de mierda""",hate,español
1139,"""q juego es este chat?""",clean,español
1140,"""q comentario tan feo""",toxic,español
1141,"""They are protecting and serving us, from people like Michael Brown. The guy deserved to be killed, cry more about it...""",toxic,ingles
1142,"""I like how this was explained.""",clean,ingles
1143,"""muy buena musica de fondo 🎶""",clean,español
1144,"""comentario inútil""",toxic,español
1145,"""alguien sabe el horario???""",clean,español
1146,"""feministas extremistas""",hate,español
1147,"""otra idiotez más""",toxic,español
1148,"""qien fue el mvp?""",clean,español
1149,"""gg wp gracias x todo""",clean,español
1150,"""Wrong Mother Fucker. No shoot to apprehend""",toxic,ingles
1151,"""nooo casi bn 🤗""",clean,español
1152,"""VAMOS bro tu puedes 💪""",clean,español
1153,"""otra pendejada tuya""",toxic,español
1154,"""podemitas comunistas""",hate,español
1155,"""buenas noches viejo ✨""",clean,español
1156,"""bro ya nadie t cree""",toxic,español
1157,"""Why is it that in the history of mankind where people of all color, creed and cultures have found a way to rise out of the ashes of oppression for their self betterment and self preservation, EXCEPT for the blacks??????????????! WHY? Please enlighten me to this unknown phenomena.""",toxic,ingles
1158,"""holaaaa saludos a todos <3""",clean,español
1159,"""wey nadie pidio tu opinion""",toxic,español
1160,"""buenas noches crack ✨""",clean,español
1161,"""Spics turn our cities into slums""",hate,ingles
1162,"""terroristas miedo""",hate,español
1163,"""puras estupideces dices""",toxic,español
1164,"""Simple explanation, works well.""",clean,ingles
1165,"""q comentario tan x""",toxic,español
1166,"""Easy explanation 👍""",clean,ingles
1167,"""judíos religión""",hate,español
1168,"""buena vibra 😄""",clean,español
1169,"""kekw no esperaba :o""",clean,español
1170,"""mejor vete alv""",toxic,español
1171,"""kekw chat reaccionando 😂""",clean,español
1172,"""I watched your Zimmerman case video and you are full of SHIT. I can smell the hate seeping out of you. You bringing up RAP music and what he listens to it, or his sound-cloud is nothing more to make his charcter look as foolish and dangerous as possible. To who ever wants to respond to it this, FUCK YOU AZ WELL>..You go through so much effort to destroy Mike Brown's character by bringing up his smoking habits which have nothing to do with why he got shot. Your tone and the perfectly chosen words you use really makes Brown look like he was ""Unstable"". Look at how much detail u went trhu to slay Brown's character.""",toxic,ingles
1173,"""todo limpio y bonito 👌""",clean,español
1174,"""qien mas esperando boss?""",clean,español
1175,"""otra vez lo mismo""",toxic,español
1176,"""wey deja d opinar al chile""",toxic,español
1177,"""otra vez mal""",toxic,español
1178,"""no aportas nada, NADA""",toxic,español
1179,"""ALSO LOVE HOW THEY ONLY SHOW PICTURES OF BROWN AS AN ANGEL AND NOT AS A TUG.""",toxic,ingles
1180,"""JAJAJA ese final xD""",clean,español
1181,"""comentario sin sentido""",toxic,español
1182,"""gays adopción""",hate,español
1183,"""This dude sure seems to know a good bit about smoking weeds. Hmmm.
 According this clown because this black man was somewhat on the gang side which is factual based on the photo's, that it was justified to MURDER AN UNARMED HUMAN BEING ! Its not ok you MF-er """,toxic,ingles
1184,"""confianza total 😎""",clean,español
1185,"""nmms eso ni tu t lo crees""",toxic,español
1186,"""otra estupidez""",toxic,español
1187,"""Retards are burdens""",hate,ingles
1188,"""gg wp chat 👏""",clean,español
1189,"""estás bien perdido""",toxic,español
1190,"""Clear and easy to follow.""",clean,ingles
1191,"""Easy to follow explanation.""",clean,ingles
1192,"""lol que suerte 😂""",clean,español
1193,"""esta muy entretenido esto 😄""",clean,español
1194,"""latinos salvajes""",hate,español
1195,"""Michael Brown, rob a store assaulted the store owner. Then fought with a police officer Darren Wilson in and through the police window went for the officer gun, then was shot and killed. Brown did not have a shirt saying I'm not armed. This is what happens when you do criminal activity, regardless of the color of your skin. A linch mob mentality should not get there way, or public pressure when all the facts support Browns activity of the day. Some wonder if Brown wanted death (suicide) by cop for his family could sue.""",toxic,ingles
1196,"""Feminazis need to shut up""",hate,ingles
1197,"""me rei demasiado xD""",clean,español
1198,"""todo mal contigo bro""",toxic,español
1199,"""rumanos gitanos""",hate,español
1200,"""poggers esa play 🤩""",clean,español
1201,"""pinche comentario todo mal escrito, aprende a escribir cabrón""",toxic,español
1202,"""clutch de locos 🤩""",clean,español
1203,"""eres un necio""",toxic,español
1204,"""This seems well thought out.""",clean,ingles
1205,"""comunistas hambre""",hate,español
1206,"""borregos ignorantes""",hate,español
1207,"""fascistas saludo""",hate,español
1208,"""wey neta q pedo contigo??? 🙄🙄 puras tonterias""",toxic,español
1209,"""inmigrantes trabajo""",hate,español
1210,"""bien ahi crack 👏""",clean,español
1211,"""This explains a lot.""",clean,ingles
1212,"""indepes lazo""",hate,español
1213,"""dale bro ultimo push 💪""",clean,español
1214,"""CNN mother fuckers....fuck you peace of shit!""",toxic,ingles
1215,"""rojos quemar""",hate,español
1216,"""xD nooo que paso ahi""",clean,español
1217,"""cuando sale el boss final?""",clean,español
1218,"""hola hola chat activo 😎""",clean,español
1219,"""alguien sabe el horario???""",clean,español
1220,"""comentario inútil""",toxic,español
1221,"""vamosss ultima ronda 🎯""",clean,español
1222,"""africanos hambre""",hate,español
1223,"""animo maestro se logra 😄""",clean,español
1224,"""q onda wey listos pa jugar?""",clean,español
1225,"""This explanation works for me.""",clean,ingles
1226,"""how fucking brain dead do you have to be to let the Nazi police scum bags just take you in""",toxic,ingles
1227,"""uffff tremendo nivel 💪""",clean,español
1228,"""Dykes are unnatural""",hate,ingles
1229,"""no aportas nada, solo estorbas""",toxic,español
1230,"""Never argue with an idiot """,toxic,ingles
1231,"""ufff que buena decision 🔥""",clean,español
1232,"""nmms quien t dijo q opinar era buena idea 😂""",toxic,español
1233,"""muy crack lo tuyo 💯""",clean,español
1234,"""This works for me.""",clean,ingles
1235,"""JAJAJA buen timing""",clean,español
1236,"""qué flojera""",toxic,español
1237,"""That motherfucker was angry,and I understand why""",toxic,ingles
1238,"""I enjoyed this explanation.""",clean,ingles
1239,"""no sabes opinar""",toxic,español
1240,"""alguien sabe drops?""",clean,español
1241,"""Nice work, keep it up 💪""",clean,ingles
1242,"""dale compa sin miedo 🔥""",clean,español
1243,"""JAJAJA ese timing xD""",clean,español
1244,"""das pena""",toxic,español
1245,"""This answered my question.""",clean,ingles
1246,"""socialistas paguitas""",hate,español
1247,"""I enjoyed this a lot.""",clean,ingles
1248,"""q onda viejo o/""",clean,español
1249,"""lol me distrajo eso""",clean,español
1250,"""comentario basura""",toxic,español
1251,"""HOLA chattt holaaaa 😊""",clean,español
1252,"""Hers my statement, I think ali sheep butt fucker masri should take an ak and go fight in syria..""",toxic,ingles
1253,"""GG chat fue divertido ❤️""",clean,español
1254,"""I liked how you explained it.""",clean,ingles
1255,"""hey gente uwu""",clean,español
1256,"""a qe hora vuelves mañana?""",clean,español
1257,"""dale bro cerralo ya 💪""",clean,español
1258,"""chinos virus""",hate,español
1259,"""JAJAJAJA tremendo fail""",clean,español
1260,"""no aflojes rey 😎""",clean,español
1261,"""socialistas paro""",hate,español
1262,"""q pro juegas bro neta 💯""",clean,español
1263,"""aprende a pensar tantito""",toxic,español
1264,"""muy pro eso mano 👏""",clean,español
1265,"""catalanes idioma""",hate,español
1266,"""Buy ak47 shoot all USA copa""",toxic,ingles
1267,"""alguien sabe cuantas rondas?""",clean,español
1268,"""qué comentario tan malo""",toxic,español
1269,"""I really like this video 😊""",clean,ingles
1270,"""clutch de locos bro 🤩""",clean,español
1271,"""He looks ready to cut heads off he must be a isis sympathizer and I'm going to say maybe 5% care about the issue at hand and other 95% just want to go loot stores and fuck shit up...""",toxic,ingles
1272,"""hablas por hablar""",toxic,español
1273,"""Honestly, this is kinda cool.""",clean,ingles
1274,"""Clear info, thanks.""",clean,ingles
1275,"""q comentario tan asqueroso 🤮""",toxic,español
1276,"""musica bien cool ✨""",clean,español
1277,"""Informative but chill.""",clean,ingles
1278,"""F pero se gozo mucho 😊""",clean,español
1279,"""q ridículo comentario""",toxic,español
1280,"""esto cuenta como W? :P""",clean,español
1281,"""comentario todo mal""",toxic,español
1282,"""This explanation is good.""",clean,ingles
1283,"""I wonder what the police expect will happen when they continually abuse and kill people ? Do they honestly expect the public to do nothing about it ? To just lay back and take it and let the cops just turn into one massive street gang who are allowed to kill without consequence? Even a rat when it's cornered will defend itself ..""",toxic,ingles
1284,"""puras babosadas""",toxic,español
1285,"""Immigrants are parasitic scum""",hate,ingles
1286,"""wey esto es una mmd 😂""",toxic,español
1287,"""todo fluyendo bn bonito ✨""",clean,español
1288,"""no aportas""",toxic,español
1289,"""wey ya cansasss""",toxic,español
1290,"""ese momento estuvo ÉPICO!!! 🤩""",clean,español
1291,"""This was explained very well.""",clean,ingles
1292,"""This was well explained.""",clean,ingles
1293,"""Simple and useful.""",clean,ingles
1294,"""socialistas arruinan""",hate,español
1295,"""wey no se t entiende ni madres""",toxic,español
1296,"""All jews are liars""",hate,ingles
1297,"""W merecida neta 💯""",clean,español
1298,"""holaaa llegue tarde perdon :3""",clean,español
1299,"""rusos borrachos""",hate,español
1300,"""q comentario tan innecesario""",toxic,español
1301,"""Nice and clear explanation.""",clean,ingles
1302,"""otra vez tú 😒""",toxic,español
1303,"""I agree with your point.""",clean,ingles
1304,"""q pro esa estrategia bro 💪""",clean,español
1305,"""vamosss ultima 🎯""",clean,español
1306,"""XD me rei cañon""",clean,español
1307,"""Spics are dirty and lazy""",hate,ingles
1308,"""HOLA chat holaaaa 😊""",clean,español
1309,"""cuando vuelve stream?""",clean,español
1310,"""negros gueto""",hate,español
1311,"""hey chat listos pa spamear""",clean,español
1312,"""catalanes nazis""",hate,español
1313,"""Nice explanation fr.""",clean,ingles
1314,"""I like how clear this is.""",clean,ingles
1315,"""F buena run :)""",clean,español
1316,"""pobres parásitos""",hate,español
1317,"""shoot first ask questions later hahahahahaha""",toxic,ingles
1318,"""no sirves""",toxic,español
1319,"""I had the same thought.""",clean,ingles
1320,"""no tienes idea""",toxic,español
1321,"""comentario inútil""",toxic,español
1322,"""All wetbacks are stealing our jobs""",hate,ingles
1323,"""holaaaa saludos <3""",clean,español
1324,"""wey tu logica se fue d sabatico""",toxic,español
1325,"""españoles dramaticos""",hate,español
1326,"""comentario tonto""",toxic,español
1327,"""This was easy to follow.""",clean,ingles
1328,"""Gays destroy the concept of family""",hate,ingles
1329,"""vamosss ultimo intento 🎯""",clean,español
1330,"""should have shot""",toxic,ingles
1331,"""comunistas dictadura""",hate,español
1332,"""lol lol lol buenisimo""",clean,español
1333,"""alguien sabe cuantas rondas?""",clean,español
1334,"""qué flojera""",toxic,español
1335,"""qué pendejada bro""",toxic,español
1336,"""jajaja se salio 😄""",clean,español
1337,"""bien ahi chat apoyando 👏""",clean,español
1338,"""Helpful explanation overall.""",clean,ingles
1339,"""q comentario tan pobre""",toxic,español
1340,"""Remember,the looting(stealing) by the blacks is purely and only to gain free goods.All in the name of Mike Brown.Yea right.It's an excuse to steal-pure and simple.A good ,concise introspective Steffan.Some folks live off grievance.This follows perfectly after the white guilt segment.Keep em rollin.""",toxic,ingles
1341,"""wenas viejo ya empezo?""",clean,español
1342,"""latinos bandas""",hate,español
1343,"""ese personaje esta OP 😎""",clean,español
1344,"""Thanks for sharing this.""",clean,ingles
1345,"""so you want to shoot them, can hardly wait till one of your kids gets in trouble with the police and gets killed""",toxic,ingles
1346,"""das vergüenza""",toxic,español
1347,"""QUÉ PRO juegas wey 💯""",clean,español
1348,"""comentario basura""",toxic,español
1349,"""okupas violentos""",hate,español
1350,"""kekw chat intenso 😂""",clean,español
1351,"""cállese señor ignorante 🤡""",toxic,español
1352,"""You tellin me if he did in fact steal swisher sweets is the value of his life...Just admit you all are racist quit being a bunch of FAGGOTT bitches """,toxic,ingles
1353,"""LOL eso fue muy random :v""",clean,español
1354,"""mejor guarda silencio""",toxic,español
1355,"""That was helpful info.""",clean,ingles
1356,"""voxeros fascistas""",hate,español
1357,"""no sirves pa opinar""",toxic,español
1358,"""q buena explicacion neta 🙌""",clean,español
1359,"""I wonder how big of a crater Thug Brown made in the street when he met the final shot to the melon. You get what you sew... 
 
 BLM - When Truth and Facts Don't then they Shit in their own Kitchens before they get the right directions to the toilet.""",toxic,ingles
1360,"""qien fue mvp?""",clean,español
1361,"""jajaja chat enloquecio""",clean,español
1362,"""todo lo exageras bien feo""",toxic,español
1363,"""puras mamadas dices""",toxic,español
1364,"""wenas chaval bn?""",clean,español
1365,"""nooo pero aun hay chance""",clean,español
1366,"""esta bn chido el gameplay 👍""",clean,español
1367,"""chat buena onda 😎""",clean,español
1368,"""Mr. Smerconish, you Sir, are not a journalist. NO journalists say or claim to the interview object that he/she is searching for 15mins of fame just for being a part of the interview. And/or just because he/she did not speak in the direction you wanted them to.
 - If anything, it is you trying to DEFAME a person. And that is illegal! And you should definitively serve time for that! 
 You should go back to school because it is truly obvious that you do not handle the word of mouth with care NOR are you critical enough of the Authorities!
 Why would you wait for tons of paper that shows what we all know...That he INDEED ran, stopped, hands in the air and got shot, multiple times. There should be no doubt from your side that this happened if the witnesses says so. There should be, however, an investigative journalist who goes out and ask the people.
 
 Your opinion is NOT superior! GET OFF YOUR CHAIR AND GO OUT AND DO SOME REAL REPORTING! SHAME ON YOU!!! And SHAME ON CNN FOR NOT HIRING PROFESSIONALS!!""",toxic,ingles
1369,"""terroristas asesinos""",hate,español
1370,"""We need to get back to basics. When these savages riot or protest use the German Shepard's. then shoot these animals...""",toxic,ingles
1371,"""voxeros extrema derecha""",hate,español
1372,"""lol chat loco 😆""",clean,español
1373,"""catalanes separatistas""",hate,español
1374,"""okupas perro""",hate,español
1375,"""saludos pana desde casa o/""",clean,español
1376,"""aprende algo""",toxic,español
1377,"""All retards are mistakes""",hate,ingles
1378,"""JAJAJA chat no falla XD""",clean,español
1379,"""VAMOSSSS SE PUEDE 🔥""",clean,español
1380,"""The US government is killing its population!""",toxic,ingles
1381,"""comentario inútil""",toxic,español
1382,"""JAJAJA chat no falla XD""",clean,español
1383,"""This is easy to understand.""",clean,ingles
1384,"""I like the examples you used.""",clean,ingles
1385,"""pog cierre final 🔥""",clean,español
1386,"""okupas ley""",hate,español
1387,"""estás bien mal bro""",toxic,español
1388,"""That part was interesting.""",clean,ingles
1389,"""esta super entretenido 👍""",clean,español
1390,"""hey compa se viene lo bueno!""",clean,español
