Id,Texto,Label,Lenguaje
1533,"""Brown isused as an excuse to loot take peoples shit and destroy neighborhoods , haaaa typical ghetto bullshit. Ya ain't even hood, ya just ghetto bitches collecting free rent from the govt while fighting the govt. same occupy Wall Street fagets have nothing else to do , go clean the highways !!!!!""",toxic,ingles
1534,"""menas delincuentes""",hate,español
1535,"""what time r we playing """,clean,ingles
1536,"""pog ese momento 🔥""",clean,español
1537,"""hey chat pa hablar xD""",clean,español
1538,"""JAJAJAJA tremenda jugada""",clean,español
1539,"""can i get a shoutout pls <3""",clean,ingles
1540,"""sigue asi principe""",clean,español
1541,"""HOLA chat buena onda <3""",clean,español
1542,"""VAMOSSS tu puedes""",clean,español
1543,"""ya cállate""",toxic,español
1544,"""Me cagan los centroacas mierderos""",hate,español
1545,"""Me cagan los gringos mugrosos""",hate,español
1546,"""a qe hora termina?""",clean,español
1547,"""gg bien jugado chat 👏""",clean,español
1548,"""Espero que te largues, asqueroso cobarde.""",toxic,español
1549,"""wenas wenas brooo :D""",clean,español
1550,"""Cierra tu boca, imbécil arrogante.""",toxic,español
1551,"""Masri is unemployed""",toxic,ingles
1552,"""a qe hora comienza?""",clean,español
1553,"""q onda viejo o/""",clean,español
1554,"""lol chat chill""",clean,ingles
1555,"""estás bn tonto, quién t dijo q opinaras?""",toxic,español
1556,"""Culeros sidosos nadie los quiere""",hate,español
1557,"""qien fue mejor jugador?""",clean,español
1558,"""jajaja chat hablador 😂""",clean,español
1559,"""Funny to thing the government can be trusted to judge itself. Fucking disgusting. """,toxic,ingles
1560,"""OP total ese movimiento""",clean,español
1561,"""Vete de aquí, perdedor. Estás poniendo a todos tonto.""",toxic,español
1562,"""ill be back tomorrow""",clean,ingles
1563,"""Vete al carajo, no vales nada.""",toxic,español
1564,"""lol, ""shoot to apprehend"". He is an idiot.""",toxic,ingles
1565,"""nmms eso ni tu t lo crees""",toxic,español
1566,"""Shut up and learn something. You have no idea what you're talking about. 🤫""",toxic,ingles
1567,"""Vete a la mierda, nadie te necesita.""",toxic,español
1568,"""no dumber people on earth then americans""",toxic,ingles
1569,"""If blacks want respect, then speak, act, and dress like the Huxtable family. You want to be treated with prejudice then speak, act and dress like known gangsters, steal things, act like you own the street!""",toxic,ingles
1570,"""no tienes idea""",toxic,español
1571,"""poggers esa jugada""",clean,español
1572,"""kekw chat pls 😂""",clean,ingles
1573,"""JAJAJA no me lo esperaba xD""",clean,español
1574,"""All gooks are destroying the world""",hate,ingles
1575,"""hey gente hermosa uwu""",clean,español
1576,"""uffff nivelazo crack""",clean,español
1577,"""Helpful explanation, thanks.""",clean,ingles
1578,"""holaaa me quedo :3""",clean,español
1579,"""I hate dirty coons tbh""",hate,ingles
1580,"""I hate filthy hoes period""",hate,ingles
1581,"""Michael Smerconish is a little bitch. I like how he subtly tries to insult the guy and the guy laughs at him. This really shows how low CNN will stoop and what a garbage hole CNN has become.. And what a piece of ass sucking work Michael Smerconish is.  I guess it is no wonder why in my home we
DON'T WATCH CNN.  (CRAP NEWS NETWORK)""",toxic,ingles
1582,"""alguien sabe de incursiones?""",clean,español
1583,"""I liked how you explained it.""",clean,ingles
1584,"""llegando tarde jajaja""",clean,español
1585,"""catalanes separatistas""",hate,español
1586,"""Eres una completa pérdida de espacio.""",toxic,español
1587,"""Fags are vile and are destroying the world""",hate,ingles
1588,"""I enjoyed this explanation.""",clean,ingles
1589,"""Todos los tortilleras son unos mierderos en corto💩🤮""",hate,español
1590,"""Cállate, tu opinión no vale nada.""",toxic,español
1591,"""Pinches lenchas me cagan la madre la neta""",hate,español
1592,"""This is the most stupid thing I've ever seen. You should stay quiet. 🤡""",toxic,ingles
1593,"""yo chat lets chill""",clean,ingles
1594,"""Qué broma más patético. Solo eres un chiste. 😒""",toxic,español
1595,"""JAJAJA nooo wee 😂""",clean,español
1596,"""vascos terroristas""",hate,español
1597,"""Helpful and easy to get.""",clean,ingles
1598,"""africanos invasores""",hate,español
1599,"""Mugrosos hondureños me cagan la madre""",hate,español
1600,"""chinos copias""",hate,español
1601,"""Rat-like heebs are ruining our economy""",hate,ingles
1602,"""JAJAJAJA buen timing""",clean,español
1603,"""bien ahi chat apoyando 👏""",clean,español
1604,"""Me cagan los feminazis culeros""",hate,español
1605,"""All ragheads should be shot""",hate,ingles
1606,"""Me cagan los tortilleras culeros""",hate,español
1607,"""You are absolutely toxic. Why do you even try?""",toxic,ingles
1608,"""Muérete ya, basura inútil.""",toxic,español
1609,"""XD momento random total""",clean,español
1610,"""rusos comunistas""",hate,español
1611,"""Pinches sidosos dan un chingo de asco wey""",hate,español
1612,"""is this ranked or casual?""",clean,ingles
1613,"""Sluts are trashy and are enemies of the state""",hate,ingles
1614,"""alguien sabe parche?""",clean,español
1615,"""really nice play mate""",clean,ingles
1616,"""This explanation is solid.""",clean,ingles
1617,"""bro mejor guarda silencio""",toxic,español
1618,"""hola activo 😎""",clean,español
1619,"""This was helpful, thanks 🙂""",clean,ingles
1620,"""gg wp estuvo sabroso 👏""",clean,español
1621,"""q onda bro o/ llegando""",clean,español
1622,"""voxeros racistas""",hate,español
1623,"""me gusto mucho eso bro 😍""",clean,español
1624,"""comentario nazi""",toxic,español
1625,"""hey gente uwu""",clean,español
1626,"""Qué broma más inútil. Solo eres un asqueroso.""",toxic,español
1627,"""cuando es el siguiente match?""",clean,español
1628,"""wenas compa listo""",clean,español
1629,"""stay focused u got it""",clean,ingles
1630,"""wey das coraje""",toxic,español
1631,"""Todos los feminazis son unos babosos pinche madre""",hate,español
1632,"""Ragheads should be banned from our country""",hate,ingles
1633,"""Esta es la cosa más tonto que he visto. Deberías aprendas algo. 😒""",toxic,español
1634,"""animo crack aun hay chance 🙌""",clean,español
1635,"""Pinches chilangos que se mueran alv al chile""",hate,español
1636,"""Muérete en un agujero, nadie te extrañaría.""",toxic,español
1637,"""This was worth my time.""",clean,ingles
1638,"""Eres un cobarde total. Consíguete una vida. 💩""",toxic,español
1639,"""Primitive beaners are enemies of the state""",hate,ingles
1640,"""Qué broma más ignorante. Solo eres un chiste.""",toxic,español
1641,"""izquierdistas radicales""",hate,español
1642,"""Qué broma más basura. Solo eres un payaso. 🤡""",toxic,español
1643,"""Greedy kikes stop stealing""",hate,ingles
1644,"""brings back memories ngl""",clean,ingles
1645,"""Those chinks eat dogs""",hate,ingles
1646,"""Shemales are filthy and should be gassed""",hate,ingles
1647,"""I understand this now.""",clean,ingles
1648,"""Time to test the police guns fire fire.""",toxic,ingles
1649,"""nmms otra vez lo mismo""",toxic,español
1650,"""inmigrantes ayudas""",hate,español
1651,"""Pinches Argentinos que se mueran alv están de la verga""",hate,español
1652,"""I appreciate how clear it is.""",clean,ingles
1653,"""wenas men listo pa verlo""",clean,español
1654,"""me dicen el tier? XD""",clean,español
1655,"""Spics are low IQ""",hate,ingles
1656,"""Good explanation, no confusion.""",clean,ingles
1657,"""¿Por qué eres tan tonto? Das pena.""",toxic,español
1658,"""Vete de aquí, morón. Estás poniendo a todos sin cerebro. 💩""",toxic,español
1659,"""Todos los venecos son unos jodidos no mames""",hate,español
1660,"""de milagro sabes respirar""",toxic,español
1661,"""chinos sucios""",hate,español
1662,"""Cállate y te quedes callado. No tienes idea de lo que hablas. 🤫""",toxic,español
1663,"""qien mas dejo su like?""",clean,español
1664,"""Pinches frijoleros me cagan la madre al chile""",hate,español
1665,"""no mms, estás bien estúpido o qué??? 💀""",toxic,español
1666,"""qien mas es nuevo aqui? :3""",clean,español
1667,"""mejor ve a un lugar donde les importes""",toxic,español
1668,"""a qe hora empieza?""",clean,español
1669,"""esto hasta cuando dura?? :o""",clean,español
1670,"""Immigrants bring disease""",hate,ingles
1671,"""otra idiotez como tu""",toxic,español
1672,"""jajaja buen timing""",clean,español
1673,"""ez win jajaja :P""",clean,español
1674,"""Thanks for explaining it simply.""",clean,ingles
1675,"""izquierdistas vagos""",hate,español
1676,"""a thug going to college  black people  are always  crying..    what about the American Indians  I don't see no one crying for them.....  """,toxic,ingles
1677,"""qué flojera tu comentario""",toxic,español
1678,"""pinche ignorante""",toxic,español
1679,"""Pendejos puercos que se mueran alv""",hate,español
1680,"""deja de repetir lo mismo idiota""",toxic,español
1681,"""Good explanation style 👍""",clean,ingles
1682,"""wey neta q pedo contigo??? 🙄🙄 puras tonterias""",toxic,español
1683,"""nmms puro ruido haces""",toxic,español
1684,"""Eres tan inútil que hasta un zombi es más productivo.""",toxic,español
1685,"""That was helpful content.""",clean,ingles
1686,"""SIII victoria """,clean,español
1687,"""no aflojes rey 😎""",clean,español
1688,"""damn eso fue oro""",clean,español
1689,"""Simple explanation, nice.""",clean,ingles
1690,"""todo lo dices al aventon 🤦""",toxic,español
1691,"""Eres la vergüenza de tu familia.""",toxic,español
1692,"""How was this guy hired?
What an idiot""",toxic,ingles
1693,"""recommended by a friend 👍""",clean,ingles
1694,"""qué pendejo comentario""",toxic,español
1695,"""Shemales are repulsive and should be shot""",hate,ingles
1696,"""q hueva leerte""",toxic,español
1697,"""Me cagan los oaxacos asquerosos""",hate,español
1698,"""Police cleaned that mess up quick! Nice.""",toxic,ingles
1699,"""Me cagan los maricas pendejos""",hate,español
1700,"""I hate all niggers""",hate,ingles
1701,"""Nobody wants you here, go crawl back to your hole.""",toxic,ingles
1702,"""Stop posting your useless opinions here. Nobody cares. 💩""",toxic,ingles
1703,"""no tienes idea de con quien te metes""",toxic,español
1704,"""das pena ajena""",toxic,español
1705,"""bro piensale tantito antes d comentar""",toxic,español
1706,"""gg wp that was clean""",clean,ingles
1707,"""xD justo ahi paso""",clean,español
1708,"""This was explained clearly.""",clean,ingles
1709,"""eres un descerebrado""",toxic,español
1710,"""This was clear enough.""",clean,ingles
1711,"""esto es ranked o q?""",clean,español
1712,"""Todos los frijoleros son unos sarnosos están de la verga""",hate,español
1713,"""You are absolutely clueless. Why do you even try?""",toxic,ingles
1714,"""holaaa me quedo un rato mas :3""",clean,español
1715,"""lol que suerte 😂""",clean,español
1716,"""Qué broma más patético. Solo eres un payaso. 🤡""",toxic,español
1717,"""I appreciate how clear this is.""",clean,ingles
1718,"""Get lost, you disgusting pig.""",toxic,ingles
1719,"""Thots should be gassed""",hate,ingles
1720,"""hablas por hablar""",toxic,español
1721,"""de verdad eres así de bruto o solo hoy 😡""",toxic,español
1722,"""hola hola amigos de los comentarios 😎""",clean,español
1723,"""Eres la definición de basura humana.""",toxic,español
1724,"""estás bn estúpido""",toxic,español
1725,"""Clear points, good job.""",clean,ingles
1726,"""I hate filthy illegals bruh""",hate,ingles
1727,"""esta bn chido el gameplay 👍""",clean,español
1728,"""alguien sabe si hay raid?""",clean,español
1729,"""Pinches putos regresen a su cerro no valen verga""",hate,español
1730,"""gays derechos""",hate,español
1731,"""todo lo exageras bien feo""",toxic,español
1732,"""No puedo creer lo sin cerebro que es la gente. De verdad, sin cerebro.""",toxic,español
1733,"""Wetbacks need to go back to Mexico""",hate,ingles
1734,"""Eres un completo patético. ¿Por qué sigues comentando? 🤬""",toxic,español
1735,"""I hope you stay quiet, you disgusting coward.""",toxic,ingles
1736,"""jajajaja no aguanto 😂""",clean,español
1737,"""This was explained well.""",clean,ingles
1738,"""Espero que dejes de hablar, sin cerebro perdedor. 🤡""",toxic,español
1739,"""sigue asi principe 💯""",clean,español
1740,"""Immigrants are brainless and should be banned🧠❌""",hate,ingles
1741,"""mujeres putas""",hate,español
1742,"""JAJAJA chat no falla XD""",clean,español
1743,"""this moment is EPIC!!!""",clean,ingles
1744,"""qué vergüenza das""",toxic,español
1745,"""q pena ajena bro""",toxic,español
1746,"""Parasitic cucks don't belong in this country""",hate,ingles
1747,"""holaaaa saludos <3""",clean,español
1748,"""poggers total chat ✨""",clean,español
1749,"""comentario sin sentido""",toxic,español
1750,"""Me cagan los centroacas gatos""",hate,español
1751,"""arriba maestro ❤️""",clean,español
1752,"""no sabes nada de nada""",toxic,español
1753,"""Coons should be gassed""",hate,ingles
1754,"""voxeros extrema derecha""",hate,español
1755,"""q onda wey listos pa jugar?""",clean,español
1756,"""q asco tu opinión, neta 🤮""",toxic,español
1757,"""Corrientes frijoleros hay que dormirlos""",hate,español
1758,"""Todos los centroacas son unos mierderos están de la verga""",hate,español
1759,"""Nacos judíos nadie los quiere""",hate,español
1760,"""Repulsive gays are violent criminals""",hate,ingles
1761,"""bien ahi men sigue asi""",clean,español
1762,"""I get what you mean.""",clean,ingles
1763,"""Eres un payaso total. Consíguete una vida. 🤫""",toxic,español
1764,"""Refugees are terrorists in disguise""",hate,ingles
1765,"""buenas chatitos :3""",clean,español
1766,"""Good points overall.""",clean,ingles
1767,"""no sabes ni hablar""",toxic,español
1768,"""Eres un completo ignorante. ¿Por qué sigues intentándolo? 🙄""",toxic,español
1769,"""This is explained well.""",clean,ingles
1770,"""wey tas bien mal de la cabeza""",toxic,español
1771,"""I appreciate the clear explanation.""",clean,ingles
1772,"""kekw tremendo fail 😂""",clean,español
1773,"""Arriba el patriarcado wey""",hate,español
1774,"""bien ahi cerrando""",clean,español
1775,"""morning stream vibes""",clean,ingles
1776,"""You're such a disappointment to everyone around you.""",toxic,ingles
1777,"""Vete de aquí, idiota. Estás poniendo a todos molesto. 🖕""",toxic,español
1778,"""perfect way to relax""",clean,ingles
1779,"""Todos los frijoleros son unos pinches pinche madre""",hate,español
1780,"""Dirty chinks go home""",hate,ingles
1781,"""You're so dumb, it's embarrassing to even talk to you.""",toxic,ingles
1782,"""All retards are destroying the world""",hate,ingles
1783,"""Todos los venecos son unos babosos hijos de la chingada""",hate,español
1784,"""nooo casi bn 🤗""",clean,español
1785,"""xD xD buenisimo eso""",clean,español
1786,"""yo this music slaps ngl :P""",clean,ingles
1787,"""Shut up and stop talking. You have no idea what you're talking about. 🤬""",toxic,ingles
1788,"""Me cagan los prietos mugrosos""",hate,español
1789,"""Pinches lenchas me cagan la madre hijos de la chingada""",hate,español
1790,"""a qe hora termina bro?""",clean,español
1791,"""holaaa desde Mexico 😊""",clean,español
1792,"""Espero que borres tu cuenta, tonto fracasado. 🤫""",toxic,español
1793,"""Vile lesbians are enemies of the state""",hate,ingles
1794,"""cuando proximo match?""",clean,español
1795,"""a qe hora vuelves mañana?""",clean,español
1796,"""Me cagan los nacos mugrosos""",hate,español
1797,"""otro perro con ese hueso """,toxic,español
1798,"""wenas viejo ya empezo?""",clean,español
1799,"""Wetbacks are criminal invaders""",hate,ingles
1800,"""Savage ragheads should die of AIDS""",hate,ingles
1801,"""Eres un completo tonto. ¿Por qué sigues publicando?""",toxic,español
1802,"""Eres una carga para la sociedad.""",toxic,español
1803,"""This explains a lot.""",clean,ingles
1804,"""pog final ✨""",clean,español
1805,"""Vete al infierno, maldito inútil.""",toxic,español
1806,"""Rastreros oaxacos regresen a su país""",hate,español
1807,"""muy pro movimiento 😎""",clean,español
1808,"""Deja de publicar tus opiniones inservible. A nadie le importa. 🙄""",toxic,español
1809,"""Lazy sluts are parasitic scum""",hate,ingles
1810,"""What a useless joke. You're just a joke. 👎""",toxic,ingles
1811,"""to bad those weapons were not discharged""",toxic,ingles
1812,"""deja de drogarte con congelador para autos""",toxic,español
1813,"""You are absolutely idiotic. Why do you even talk?""",toxic,ingles
1814,"""pinche payaso 🤡🤡""",toxic,español
1815,"""Immigrants are invaders""",hate,ingles
1816,"""You are absolutely useless. Why do you even exist? 🖕""",toxic,ingles
1817,"""dale compa sin miedo 🔥""",clean,español
1818,"""Eres una pérdida de tiempo y energía.""",toxic,español
1819,"""Repulsive blacks should die of AIDS""",hate,ingles
1820,"""me encanta tu estilo bro 😍""",clean,español
1821,"""feministas extremistas""",hate,español
1822,"""You're so worthless, even dirt has more value.""",toxic,ingles
1823,"""todo lo haces mal""",toxic,español
1824,"""that move was EPIC omg""",clean,ingles
1825,"""ese clutch valio todo 🤩""",clean,español
1826,"""Espero que te largues, tonto cobarde.""",toxic,español
1827,"""Todos los chairos son unos asquerosos al chile""",hate,español
1828,"""Get out, you vile piece of garbage.""",toxic,ingles
1829,"""JAJAJA asombroso""",clean,español
1830,"""nazis esvástica""",hate,español
1831,"""Brainless dykes need to go back to the zoo""",hate,ingles
1832,"""Qué broma más ignorante. Solo eres un trol. 😒""",toxic,español
1833,"""Niggers are delusional and need to go back to the zoo""",hate,ingles
1834,"""HOLA hombres todo bien??""",clean,español
1835,"""No puedo creer lo basura que es la gente. De verdad, basura. 😒""",toxic,español
1836,"""dale bro ya casi 🎉""",clean,español
1837,"""W facil""",clean,español
1838,"""ace limpio bro 😎""",clean,español
1839,"""nerf para cuando XD""",clean,español
1840,"""pog cierre final 🔥""",clean,español
1841,"""ese personaje esta OP 🔥""",clean,español
1842,"""kekw chat increible 😂""",clean,español
1843,"""already one hour wow 😮""",clean,ingles
1844,"""JAJAJA nooo chat pls""",clean,español
1845,"""holaaaa recien llegue""",clean,español
1846,"""Culeros viejas no deberían existir""",hate,español
1847,"""that reaction tho haha 😂""",clean,ingles
1848,"""smiling ear to ear rn""",clean,ingles
1849,"""pinche inútil, siempre la cagas SIEMPRE.""",toxic,español
1850,"""Chilangos ratas""",hate,español
1851,"""Pinches feminazis son unos arrastrados no valen verga""",hate,español
1852,"""dios, que imbecil eres""",toxic,español
1853,"""sanchistas dictadura""",hate,español
1854,"""Smirconnish is the most even-handed guy in the world.  This guy Masri is an idiot.""",toxic,ingles
1855,"""Very easy to follow.""",clean,ingles
1856,"""All kikes should be gassed""",hate,ingles
1857,"""Easy to follow along.""",clean,ingles
1858,"""I hate disgusting gooks gtfo""",hate,ingles
1859,"""españoles fachas""",hate,español
1860,"""Todos los indios son unos hediondos la neta""",hate,español
1861,"""terroristas musulmanes""",hate,español
1862,"""clutch perfecto bro 💯""",clean,español
1863,"""No puedo creer lo estúpido que es la gente. De verdad, estúpido. 🤡""",toxic,español
1864,"""wey mejor no digas nada""",toxic,español
1865,"""no sabes ni q estas diciendo JAJA""",toxic,español
1866,"""wey deja d opinar al chile""",toxic,español
1867,"""W enorme chat""",clean,español
1868,"""That ending was nice 🙂""",clean,ingles
1869,"""watching from bed rn""",clean,ingles
1870,"""Easy explanation tbh.""",clean,ingles
1871,"""das cringe""",toxic,español
1872,"""Masri is about as close as you can get to ISIS in America.  """,toxic,ingles
1873,"""q onda loco ya arranco?""",clean,español
1874,"""You're a total failure. Get a life. 🤫""",toxic,ingles
1875,"""q ridículo comentario""",toxic,español
1876,"""Me cagan los prietos sarnosos""",hate,español
1877,"""All muslims are evil""",hate,ingles
1878,"""q ganas d escribir por escribir""",toxic,español
1879,"""Me cagan los feminazis gatos""",hate,español
1880,"""Let's get this straight and present the facts as the mass media should have from the beginning. 18 yr old (by all legal aspects an adult) robs a convince store. The criminal later flees the seen and is aprehended by the police. Resists arrest and altercation occurs between the two. The police (as in every case similar to this uses force). Criminal is killed. The killing goes to court. A randomly selected jury views all the evidence and hears out all witnesses which pertain to the case.  Radom jury reaches unanimous verdict of not guilty. Im sorry protestors I can't here over all this DEMOCRACY!""",toxic,ingles
1881,"""esta chido asi relax""",clean,español
1882,"""I hate filthy niggers no cap""",hate,ingles
1883,"""Oh my God. I fucking love that Arab guy. Such wise words. He is seriously someone who has open eyes to the world. He sees things for how they are, which is so rare in our world today. A big fucking amen to that guy... Wake the fuck up America""",toxic,ingles
1884,"""fascistas Franco""",hate,español
1885,"""qien mas esta esperando?""",clean,español
1886,"""holaaaa genteeeee <3""",clean,español
1887,"""Pinches prietos son delincuentes al chile""",hate,español
1888,"""confianza en ti 😎""",clean,español
1889,"""You're so pathetic, you should be ashamed of yourself.""",toxic,ingles
1890,"""Nacos indios no deberían existir""",hate,español
1891,"""Me cagan los centroacas corrientes""",hate,español
1892,"""Eres tan repulsivo que nadie te aguanta.""",toxic,español
1893,"""otra vez tú opinando""",toxic,español
1894,"""Mental retards need to go back to the zoo""",hate,ingles
1895,"""nazis de mierda""",hate,español
1896,"""F pero se aprende 👍""",clean,español
1897,"""Vete de aquí, payaso. Estás poniendo a todos basura.""",toxic,español
1898,"""Todos los puercos son unos culeros wey""",hate,español
1899,"""what a great stream""",clean,ingles
1900,"""""I don't want my sons death to be in vain."" ""LET'S BURN THIS BITCH DOWN!"" Stupid fucks destroying livelihoods. Peaceful protests my fucking ass.""",toxic,ingles
1901,"""Lazy faggots are lower than dogs🏳️‍🌈🐶""",hate,ingles
1902,"""voxeros mitin""",hate,español
1903,"""Todos los venecos son unos mierderos pinche madre""",hate,español
1904,"""hey compa se viene lo bueno!""",clean,español
1905,"""bien cerrado 🔥""",clean,español
1906,"""ame este momento ❤️""",clean,español
1907,"""Todos los maricas son unos mugrosos están de la verga""",hate,español
1908,"""Pinches judíos no valen madre a la verga""",hate,español
1909,"""I hope you delete your account, you worthless creep.""",toxic,ingles
1910,"""que buena compañia hoy 🤗""",clean,español
1911,"""Eres una excusa patética de persona.""",toxic,español
1912,"""this stream hits different fr""",clean,ingles
1913,"""Refugees are filthy and are stealing our oxygen""",hate,ingles
1914,"""Nice and clear explanation.""",clean,ingles
1915,"""esto ya es buen juego? :o""",clean,español
1916,"""bien ahi crack""",clean,español
1917,"""Pinches sidosos regresen a su cerro a la verga""",hate,español
1918,"""cuantas rondas son?""",clean,español
1919,"""gracias por el en vivo 🙌""",clean,español
1920,"""I liked this explanation.""",clean,ingles
1921,"""q comentario tan tonto""",toxic,español
1922,"""lol que buena suerte fue esa 😂""",clean,español
1923,"""Worthless mongoloids are violent criminals""",hate,ingles
1924,"""Sluts belong in the oven""",hate,ingles
1925,"""Vete de aquí, cobarde. Estás poniendo a todos patético.""",toxic,español
1926,"""vete alv!!! nadie te soporta 🔥""",toxic,español
1927,"""W enorme """,clean,español
1928,"""tu puedes loco ánimos!""",clean,español
1929,"""Todos los peruanos son unos hediondos hijos de la chingada💩🤮""",hate,español
1930,"""Me cagan los lenchas malditos""",hate,español
1931,"""izquierdistas piojosos""",hate,español
1932,"""Esta es la cosa más idiota que he visto. Deberías aprendas algo.""",toxic,español
1933,"""wey QUÉ PRO juegas""",clean,español
1934,"""Culeros jotos no deberían existir""",hate,español
1935,"""Holiwas chat""",clean,español
1936,"""q comentario tan chafa""",toxic,español
1937,"""What a clueless joke. You're just a joke. 🤡""",toxic,ingles
1938,"""Death to all niggers""",hate,ingles
1939,"""XD me rei cañon""",clean,español
1940,"""qien mas le dio a me gusta?""",clean,español
1941,"""Feminazis are man haters""",hate,ingles
1942,"""I hope you delete your account, you idiotic moron. 🖕""",toxic,ingles
1943,"""I like the clarity here.""",clean,ingles
1944,"""holaaa primera vez aqui uwu""",clean,español
1945,"""a qe hora te despides?""",clean,español
1946,"""dale bro cerralo ya 💪""",clean,español
1947,"""Pinches centroacas hay que dormirlos en corto""",hate,español
1948,"""wey deja d insistir""",toxic,español
1949,"""Cállate de una vez, estúpido insoportable.""",toxic,español
1950,"""JAJAJA epico como termino XD""",clean,español
1951,"""Espero que dejes de hablar, asqueroso payaso.""",toxic,español
1952,"""Simple and useful.""",clean,ingles
1953,"""All niggers are destroying the world💩🐵""",hate,ingles
1954,"""Vete ya, infectas todo con tu presencia.""",toxic,español
1955,"""Me cagan los prietos mierderos""",hate,español
1956,"""apoyando crack""",clean,español
1957,"""Vete de aquí, perdedor. Estás poniendo a todos idiota.""",toxic,español
1958,"""Vete de aquí, payaso. Estás poniendo a todos molesto. 🤬""",toxic,español
1959,"""aprende algo idiota""",toxic,español
1960,"""wey q oso total 🤡""",toxic,español
1961,"""buen juego 🔥""",clean,español
1962,"""Fuck CNN you corrupt demon worshiping fools""",toxic,ingles
1963,"""clutch de maniacos 🤩""",clean,español
1964,"""Esta es la cosa más sin cerebro que he visto. Deberías vayas a llorar.""",toxic,español
1965,"""Trannies are mutilating themselves""",hate,ingles
1966,"""xD me dolio de risa""",clean,español
1967,"""¿Por qué eres tan basura? Das asquito. 💩""",toxic,español
1968,"""I'm with cops. Those protesters steal, and destroy things. They aren't solving shit""",toxic,ingles
1969,"""q estupidez acabo de leer""",toxic,español
1970,"""This is explained nicely.""",clean,ingles
1971,"""keep it up man""",clean,ingles
1972,"""Straight to the point 👍""",clean,ingles
1973,"""aprende algo por una vez en tu vida""",toxic,español
1974,"""¿Por qué eres tan estúpido? Das pena. 🖕""",toxic,español
1975,"""qué comentario tan tonto""",toxic,español
1976,"""OP esa play neta""",clean,español
1977,"""q estúpido comentario""",toxic,español
1978,"""Nice explanation fr.""",clean,ingles
1979,"""gg juego divertido 👏""",clean,español
1980,"""Ugly dykes are gross""",hate,ingles
1981,"""Eres tan patético que casi da risa.""",toxic,español
1982,"""uffff tremendo nivel""",clean,español
1983,"""inmigrantes ilegales""",hate,español
1984,"""Why the hell are they even interviewing him? This guy's such an idiot.""",toxic,ingles
1985,"""puras mamadas dices""",toxic,español
1986,"""Me cagan los gringos gatos""",hate,español
1987,"""alguien sabe raid?""",clean,español
1988,"""comunistas criminales""",hate,español
1989,"""vamosss ultimo round 🔥""",clean,español
1990,"""This explanation works well.""",clean,ingles
1991,"""GG buena chat ❤️""",clean,español
1992,"""this is super fun tbh""",clean,ingles
1993,"""alguien sabe qien juega ahora?""",clean,español
1994,"""Simple and clear explanation.""",clean,ingles
1995,"""This cleared things up.""",clean,ingles
1996,"""Cucks are filthy and should die""",hate,ingles
1997,"""F pero la pase chimba 😊""",clean,español
1998,"""chinos arroz""",hate,español
1999,"""Espero que vayas a llorar, inservible cobarde.""",toxic,español
2000,"""should have shot""",toxic,ingles
2001,"""Todos los peruanos son unos corrientes la neta""",hate,español
2002,"""Eres tan patético que das vergüenza.""",toxic,español
2003,"""puras estupideces dices""",toxic,español
2004,"""qué pendejo""",toxic,español
2005,"""nooo pero estuvo bien 👍""",clean,español
2006,"""This deserves more views.""",clean,ingles
2007,"""catalanes tacaños""",hate,español
2008,"""cuando es el proximo match?""",clean,español
2009,"""Me cagan los gringos babosos""",hate,español
2010,"""Todos los nacos son unos culeros pinche madre""",hate,español
2011,"""Why are you so clueless? It's pathetic.""",toxic,ingles
2012,"""YEah  You are right 1 white shot a  black all hell break  lose , black shot black no protest maybe if they start doing  protest on black shotting black , you can buy in thier story ,""",toxic,ingles
2013,"""Gooks are brainless and are enemies of the state""",hate,ingles
2014,"""nmms estas bn mal""",toxic,español
2015,"""Malditos venecos dan un chingo de asco""",hate,español
2016,"""This was easy to follow.""",clean,ingles
2017,"""Pinches maricas que se mueran alv no mames""",hate,español
2018,"""That part was interesting.""",clean,ingles
2019,"""estás bien desesperado por atencion""",toxic,español
2020,"""Go away, you creep. You're making everyone idiotic. 🖕""",toxic,ingles
2021,"""Eres un asqueroso total. Consíguete una vida. 🤮""",toxic,español
2022,"""gg wp estuvo parejo 😎""",clean,español
2023,"""aprende algo pls""",toxic,español
2024,"""q idiota""",toxic,español
2025,"""wenas bro todo chill :)""",clean,español
2026,"""I hope you stay quiet, you pathetic idiot. 🤡""",toxic,ingles
2027,"""Homos should hang from trees""",hate,ingles
2028,"""Death to all spics""",hate,ingles
2029,"""hey everyone whats up """,clean,ingles
2030,"""Spics turn our cities into slums""",hate,ingles
2031,"""Gays are perverted pedophiles""",hate,ingles
2032,"""q onda loco ya empezo?""",clean,español
2033,"""wenas gente linda :)""",clean,español
2034,"""A completely idiot having his minutrs of fame""",toxic,ingles
2035,"""no quiero verte ni en foto""",toxic,español
2036,"""Esta es la cosa más molesto que he visto. Deberías te largues. 😂""",toxic,español
2037,"""rojos de mierda""",hate,español
2038,"""izquierdistas huelga""",hate,español
2039,"""Eres la basura más grande que existe.""",toxic,español
2040,"""vascos txapela""",hate,español
2041,"""HEY q onda banda!!! o/""",clean,español
2042,"""me encanta este gameplay 😍""",clean,español
2043,"""I hope you delete your account, you dumb creep.""",toxic,ingles
2044,"""whats up homies""",clean,ingles
2045,"""Espero que te quedes callado, basura payaso.""",toxic,español
2046,"""XD lo salvo""",clean,español
