id,Text,Label,language
1454,"""jajajaja no aguanto 😄""",clean,español
1455,"""That was a good example.""",clean,ingles
1456,"""XD me rei cañon""",clean,español
1457,"""holaaa tarde plis""",clean,español
1458,"""a rocket launcher will take care of that lightly armored vehicle, lol""",toxic,ingles
1459,"""XD lo salvo""",clean,español
1460,"""izquierdistas antisistema""",hate,español
1461,"""inmigrantes fuera""",hate,español
1462,"""comentario pendejo""",toxic,español
1463,"""izquierdistas vagos""",hate,español
1464,"""moros invasores""",hate,español
1465,"""q pro te salio rey :D""",clean,español
1466,"""clutch perfecto 💯""",clean,español
1467,"""comentario inútil""",toxic,español
1468,"""aprende algo y regresa""",toxic,español
1469,"""estás bien perdido bro""",toxic,español
1470,"""pobres caridad""",hate,español
1471,"""cállate tantito pls""",toxic,español
1472,"""negros esclavos""",hate,español
1473,"""I liked the explanation style.""",clean,ingles
1474,"""That helped me understand.""",clean,ingles
1475,"""jajaja wooow increíble""",clean,español
1476,"""dale bro ya casi 🎉""",clean,español
1477,"""All dykes are mistakes""",hate,ingles
1478,"""Wow, an a-hole that makes a CNN interviewer seem reasonable and balanced....""",toxic,ingles
1479,"""cuando vuelve stream?""",clean,español
1480,"""This deserves more views.""",clean,ingles
1481,"""gays pluma""",hate,español
1482,"""otra tonteria mas y hacemos bingo""",toxic,español
1483,"""rojos de mierda""",hate,español
1484,"""vamosss por la W!!! 🏆""",clean,español
1485,"""lol me distrajo eso""",clean,español
1486,"""me quedo hasta el final 😄""",clean,español
1487,"""wey nadie pidio tu opinion""",toxic,español
1488,"""jajajaja no aguanto 😂""",clean,español
1489,"""nooo casi pero bn 🤗""",clean,español
1490,"""You actually CAN shout ""fire"" in a crowded theater. Christopher Hitchens demonstrated this in his talk about ""free speech."" Look it up. The interviewee is correct. Cops serve the public, not the other way around. And it is consistent with serving that public that the police department represent that public's race and ethnicity in its ranks. Hire a bunch of big, tough, black guys to the police department and you will have fewer blacks being shot to death by a puny white guy who felt humiliated when he got bitch slapped by a teenager. """,toxic,ingles
1491,"""otra vez lo mismo""",toxic,español
1492,"""buenas noches viejo ✨""",clean,español
1493,"""lol chat spameando F""",clean,español
1494,"""chat activo se agradece 👏""",clean,español
1495,"""Too bad that these were riot shotguns and not loaded with live rounds.""",toxic,ingles
1496,"""otra pendejada""",toxic,español
1497,"""GG EZ WIN 😄""",clean,español
1498,"""JAJAJA ese timing xD""",clean,español
1499,"""jajajaja no aguanto 😄""",clean,español
1500,"""qué pendejo""",toxic,español
1501,"""terroristas bombas""",hate,español
1502,"""venezolanos plaga""",hate,español
1503,"""bro yaaaa, das pena desde lejos 😬""",toxic,español
1504,"""I understand it better now.""",clean,ingles
1505,"""otra pendejada""",toxic,español
1506,"""venezolanos inferiores""",hate,español
1507,"""q ridículo comentario""",toxic,español
1508,"""puras tonterías dices""",toxic,español
1509,"""terroristas etarras""",hate,español
1510,"""HOLA CHAT bonito <3""",clean,español
1511,"""eres un chiste malo""",toxic,español
1512,"""mejor borra esto""",toxic,español
1513,"""Good structure overall.""",clean,ingles
1514,"""estás bn mal""",toxic,español
1515,"""This interviewer is right. This guy should show some respect to the paramilitary police that are killing and getting away with it. Ha!""",toxic,ingles
1516,"""okupas sucios""",hate,español
1517,"""me quedo hasta el final 😄""",clean,español
1518,"""comentario basura""",toxic,español
1519,"""wey deja d insistir""",toxic,español
1520,"""españoles dramaticos""",hate,español
1521,"""borregos votantes""",hate,español
1522,"""qien mas espera boss?""",clean,español
1523,"""F pero la pase genial 😊""",clean,español
1524,"""LOL inesperado :v""",clean,español
1525,"""ese ace estuvo OP 😎""",clean,español
1526,"""estás mal""",toxic,español
1527,"""homosexuales pecado""",hate,español
1528,"""voxeros mitin""",hate,español
1529,"""borregos ignorantes""",hate,español
1530,"""bro ya duermete""",toxic,español
1531,"""Makes total sense.""",clean,ingles
1532,"""buenas noches crack ✨""",clean,español
1533,"""A lot of people and the entire media is missing this huge crucial point: WHY was Micheal Brown even stopped in the first place??? The day it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days later, it was because he had robbed a convenience store. Despite the fact that owner himself says that his store was never robbed. The officer was apparently in fear for his life. The PD claims he was ""seriously injured"" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike's body an hour after the shooting. Also, Mike's body was 35 feet away from where the officer was when Mike apparently ""charged"" at him. Man, the police are full of shit. If you can't see that this shit was made up, then you're either a bigot or just a fucking idiot. """,toxic,ingles
1534,"""What a stupid arab. Police shoot to apprehend? Lmao That's not how it works when they are being attacked!""",toxic,ingles
1535,"""comentario ridículo""",toxic,español
1536,"""sanchistas traidores""",hate,español
1537,"""puras pendejadas""",toxic,español
1538,"""muy buen ritmo chat 👏""",clean,español
1539,"""Cool concept honestly.""",clean,ingles
1540,"""comunistas dictadura""",hate,español
1541,"""homosexuales familia""",hate,español
1542,"""jajaja chat enloquecio""",clean,español
1543,"""cuando es el proximo match?""",clean,español
1544,"""All refugees are scum""",hate,ingles
1545,"""Lazy spics stop mooching""",hate,ingles
1546,"""indepes estelada""",hate,español
1547,"""This explanation is clear.""",clean,ingles
1548,"""VAMOS TU PUEDES 💪""",clean,español
1549,"""ez win jajaja""",clean,español
1550,"""terroristas asesinos""",hate,español
1551,"""eres un necio""",toxic,español
1552,"""I liked this explanation a lot.""",clean,ingles
1553,"""nmms quien t dijo q opinar era buena idea 😂""",toxic,español
1554,"""mujeres derechos""",hate,español
1555,"""das pena ajena""",toxic,español
1556,"""Evil jews are behind everything""",hate,ingles
1557,"""Simple but effective.""",clean,ingles
1558,"""no tienes idea de nada""",toxic,español
1559,"""aprende a leer""",toxic,español
1560,"""This was useful to watch.""",clean,ingles
1561,"""jajaja chat explotando 😂""",clean,español
1562,"""lol que suerte 😂""",clean,español
1563,"""xD q paso ahi""",clean,español
1564,"""a qe hora vuelves?""",clean,español
1565,"""gays pluma""",hate,español
1566,"""I like the examples you used.""",clean,ingles
1567,"""mejor no hables""",toxic,español
1568,"""Subhuman niggers get out""",hate,ingles
1569,"""Pretty solid explanation.""",clean,ingles
1570,"""HOLA CHAT bonito <3""",clean,español
1571,"""Great video. Although I wish he would've focused more on all the shit police are doing, because that's the only thing keeping the rioters and their supporters from being complete idiots.""",toxic,ingles
1572,"""no mms, estás bien estúpido o qué??? 💀""",toxic,español
1573,"""Bullshit, the best places to live in America, are completely liberal, and the worst places to live in America, are overwhelmingly republican. And that is a fact jack.""",toxic,ingles
1574,"""borregos tele""",hate,español
1575,"""All immigrants are criminals""",hate,ingles
1576,"""vamosss ultima ronda 🎯""",clean,español
1577,"""mujeres cuotas""",hate,español
1578,"""ez ez todo limpio 😎""",clean,español
1579,"""animo crack ya casi 🏆""",clean,español
1580,"""q pro esa estrategia bro 💪""",clean,español
1581,"""Clear and helpful explanation 👍""",clean,ingles
1582,"""QUÉ PRO juegas wey 💯""",clean,español
1583,"""HOLA chattt holaaaa 😊""",clean,español
1584,"""menas centros""",hate,español
1585,"""puras estupideces""",toxic,español
1586,"""todo fluye bn bonito ✨""",clean,español
1587,"""gays enfermos""",hate,español
1588,"""estás bn mal""",toxic,español
1589,"""As I watched I kept muttering shoot, shoot, pull the trigger. Rubber bullets hurt like a MFer.""",toxic,ingles
1590,"""no sabes escribir ni pensar""",toxic,español
1591,"""mujeres derechos""",hate,español
1592,"""sanchistas falcon""",hate,español
1593,"""no aportas nada, solo estorbas""",toxic,español
1594,"""XD me rei demasiado""",clean,español
1595,"""estas bn perdido, bien cabron""",toxic,español
1596,"""comentario inútil""",toxic,español
1597,"""holaaa recién salgo del trabajo""",clean,español
1598,"""no tienes idea""",toxic,español
1599,"""How was this guy hired?
 What an idiot""",toxic,ingles
1600,"""bro ya nadie t lee""",toxic,español
1601,"""nazis de mierda""",hate,español
1602,"""I like your style 😎""",clean,ingles
1603,"""animo crack aun hay 🙌""",clean,español
1604,"""qué ridículo""",toxic,español
1605,"""progres basura""",hate,español
1606,"""I kinda agree with this.""",clean,ingles
1607,"""I like how you broke it down.""",clean,ingles
1608,"""this fucking fuck can't even defend himself properly what a joke""",toxic,ingles
1609,"""Simple but effective.""",clean,ingles
1610,"""catalanes idioma""",hate,español
1611,"""crack total lo tuyo 🙌""",clean,español
1612,"""comentario tonto""",toxic,español
1613,"""I like how you explained it.""",clean,ingles
1614,"""Trannies are mutilating themselves""",hate,ingles
1615,"""neta q ridiculo comentario""",toxic,español
1616,"""bro q comentario tan flojo""",toxic,español
1617,"""a qe hora vuelves manana?""",clean,español
1618,"""cállate tantito pls""",toxic,español
1619,"""Pretty straightforward stuff.""",clean,ingles
1620,"""callate yaaaa, neta q das asco 😡""",toxic,español
1621,"""confianza total chat 😎""",clean,español
1622,"""bro tas bien mal""",toxic,español
1623,"""tu opinión vale cero""",toxic,español
1624,"""no mms, lee antes d escribir 🤦‍♂️""",toxic,español
1625,"""Well said 👏""",clean,ingles
1626,"""dale compa sin miedo 🔥""",clean,español
1627,"""The legal system is inherently racist, same as this CNN reporter""",toxic,ingles
1628,"""chat activo se siente cool 😎""",clean,español
1629,"""borregos votantes""",hate,español
1630,"""W enorme 🏆""",clean,español
1631,"""ese ace brutal 🔥""",clean,español
1632,"""Straightforward and helpful.""",clean,ingles
1633,"""This is not your counties go back to he middle east that's your counties b""",toxic,ingles
1634,"""I'm with this dude fuck the punk police """,toxic,ingles
1635,"""kekw chat intenso 😂""",clean,español
1636,"""ez win jajaja""",clean,español
1637,"""progres lenguaje inclusivo""",hate,español
1638,"""comentario inútil""",toxic,español
1639,"""otra tontería""",toxic,español
1640,"""qien mas llego tarde jajaja""",clean,español
1641,"""Easy explanation 👍""",clean,ingles
1642,"""menas violadores""",hate,español
1643,"""aprende a pensar tantito""",toxic,español
1644,"""rojos bandera""",hate,español
1645,"""otra vez tú opinando""",toxic,español
1646,"""Wetbacks are criminal invaders""",hate,ingles
1647,"""awesome job from our law enforcement now send off to disrupt & tear down all the Islamic extremist radicals in America thanks....""",toxic,ingles
1648,"""mejor guarda silencio""",toxic,español
1649,"""I hope to god you guys is still not falling for the same ol banana in the tailpipe bullshit news that they're giving you""",toxic,ingles
1650,"""HOLA HOLA VAMOSSS 🔥""",clean,español
1651,"""otra vez tú 😒""",toxic,español
1652,"""JAJAJA chat no perdona XD""",clean,español
1653,"""pog momento final ✨""",clean,español
1654,"""Faggots burn in hell""",hate,ingles
1655,"""I kinda agree with this.""",clean,ingles
1656,"""otra pendejada""",toxic,español
1657,"""qué comentario tan malo""",toxic,español
1658,"""voxeros racistas""",hate,español
1659,"""siiii vamos con todo 🎉""",clean,español
1660,"""""I can believe whatever I wanna believe, I don't care what any of them have to say.""
 Bassem Masri, you are an idiot.""",toxic,ingles
1661,"""qien mas ya dejo su like?""",clean,español
1662,"""chat buena onda 😃""",clean,español
1663,"""lol que suerte 😂""",clean,español
1664,"""This explanation is clear.""",clean,ingles
1665,"""rusos espías""",hate,español
1666,"""bien ahi cerrando 🔥""",clean,español
1667,"""qué idiota comentario""",toxic,español
1668,"""This helped me a lot 🙌""",clean,ingles
1669,"""no sabes opinar""",toxic,español
1670,"""Masri is unemployed""",toxic,ingles
1671,"""ese clutch salio perfecto 💯""",clean,español
1672,"""bro puro hablar por hablar""",toxic,español
1673,"""Short and sweet.""",clean,ingles
1674,"""a qe hora el sorteo?""",clean,español
1675,"""Sure...they totally looked at FACTUAL evidence during that trial...
 
 More like special treatment. BUT HEY, we all knew that was going to happen, didn't we?""",toxic,ingles
1676,"""bro piensale tantito antes d comentar""",toxic,español
1677,"""This was worth my time.""",clean,ingles
1678,"""FUCK MEDIA 
 Bassem was right find something real to investigate. You're just exaggerating because you want more views and more MONEY.
 
 FUCK YOU SELFISH FUCKS
 
 These people are DISGUSTING. I don't know how they bare with their NASTY selves.""",toxic,ingles
1679,"""q hueva leerte""",toxic,español
1680,"""nmms puro ruido haces""",toxic,español
1681,"""ese pick OP 🔥""",clean,español
1682,"""All gays are sinners""",hate,ingles
1683,"""wenas compa listo pa ver 🎮""",clean,español
1684,"""comunistas hambre""",hate,español
1685,"""eres bien necio""",toxic,español
1686,"""me quedo viendo un rato 😄""",clean,español
1687,"""ni sabes de qué hablas""",toxic,español
1688,"""venezolanos invasores""",hate,español
1689,"""me quedo hasta el final 🥳""",clean,español
1690,"""holaaa llegue tarde plis""",clean,español
1691,"""das pena bro""",toxic,español
1692,"""Wow.. Think I'm going to buy a bullet proof vest..shit! if your black it's like everybody is tryin' to shoot you.!""",toxic,ingles
1693,"""Helpful and clear.""",clean,ingles
1694,"""CNN is such Bullcrap!""",toxic,ingles
1695,"""“Do White children deserve to have a future?
 Tens of millions of non-Whites flooding into White countries every year will, in a few decades, mean that Whites will be a minority in every country they founded.
 Black countries will remain majority Black, and Asian countries will remain majority Asian.
 Only White countries will be affected by this. This is genocide under international law.
 But anti-Whites don’t call it genocide; they call it diversity.
 Diversity means chasing down every last White child.
 Anti-racist is a codeword for anti-White.”""",toxic,ingles
1696,"""Never argue with an idiot """,toxic,ingles
1697,"""This works for me.""",clean,ingles
1698,"""xD justo en el momento""",clean,español
1699,"""This was easy to follow.""",clean,ingles
1700,"""jajaja chat enloquecio""",clean,español
1701,"""comentario sin sentido""",toxic,español
1702,"""Bassem Masri is a terrorist part of isis""",toxic,ingles
1703,"""no aportas nada, NADA""",toxic,español
1704,"""That was helpful info.""",clean,ingles
1705,"""confianza total 😎""",clean,español
1706,"""q onda loco ya arranco?""",clean,español
1707,"""kekw no puede ser""",clean,español
1708,"""W enorme para el equipo 🏆""",clean,español
1709,"""das pena""",toxic,español
1710,"""lol chat spameando F""",clean,español
1711,"""venezolanos plaga""",hate,español
1712,"""Clear message here.""",clean,ingles
1713,"""africanos hambre""",hate,español
1714,"""crack absoluto bro 🙌""",clean,español
1715,"""me rei demasiado xD""",clean,español
1716,"""q fastidio""",toxic,español
1717,"""Police brutality affects everyone. It's not just a black issue, and when they made it a ""black"" issue that's when people who aren't black tend to stop listening. End racial profiling as if police don't fuck with everyone? Police don't care WHAT color you are, if you aren't a policeman they will fuck with you. If you look on youtube you will notice the brutality doesn't discriminate. 
 
 So stop it with this racial bullshit, because if you want cops to finally be held accountable for their powertripping actions, you need to realize that playing the whole ""because I'm black, and only black, and black"" card, makes people who aren't black feel less sympathetic because every race here has had issues with them.""",toxic,ingles
1718,"""Bassem Masri is a criminal, a thug and a psychopath. He has no credibility, and no humanity. He needs to be locked in a jail cell. Time for the rubber-room and straight-jacket for Bassem. Get his intellectually dishonest butt out of the community. """,toxic,ingles
1719,"""todo mal contigo""",toxic,español
1720,"""wenas bro todo tranquilo :)""",clean,español
1721,"""A lot of people and the entire media is missing this huge crucial point: WHY was Micheal Brown even stopped in the first place??? The day it happened, the officer said that it was because Mike Brown was walking in the street. Then a few days later, it was because he had robbed a convenience store. Despite the fact that owner himself says that his store was never robbed. The officer was apparently in fear for his life. The PD claims he was ""seriously injured"" in the altercation with Mike Brown. Even though there is a video showing the officer, perfectly fine, standing by Mike's body an hour after the shooting. Also, Mike's body was 35 feet away from where the officer was when Mike apparently ""charged"" at him. Man, the police are full of shit. If you can't see that this shit was made up, then you're either a bigot or just a fucking idiot. """,toxic,ingles
1722,"""esto ya es GG? :o""",clean,español
1723,"""ese buff ayudo 😄""",clean,español
1724,"""There one was a thug named Brown,
 Who rushed at a cop with a frown.
 Six bullets later, he met his creator.
 And then his homies burn down the town.""",toxic,ingles
1725,"""estás bien menso""",toxic,español
1726,"""hola hola chat activo 😎""",clean,español
1727,"""All faggots should be shot""",hate,ingles
1728,"""bassem I think walmart is hiring for the holidays. get a job loser!!!""",toxic,ingles
1729,"""Lesbians are distinct""",hate,ingles
1730,"""All wetbacks should be deported""",hate,ingles
1731,"""Helpful content, thanks 😊""",clean,ingles
1732,"""musulmanes yihadistas""",hate,español
1733,"""bro tus ideas dan hueva 😴""",toxic,español
1734,"""We all know with the chimpers there is no compassion in their mud pumping hearts. """,toxic,ingles
1735,"""Death to all kikes""",hate,ingles
1736,"""a qe hora el sorteo?""",clean,español
1737,"""esa play estuvo brutal 🔥""",clean,español
1738,"""gg wp divertido 👏""",clean,español
1739,"""q comentario tan vacio""",toxic,español
1740,"""Brown isused as an excuse to loot take peoples shit and destroy neighborhoods , haaaa typical ghetto bullshit. Ya ain't even hood, ya just ghetto bitches collecting free rent from the govt while fighting the govt. same occupy Wall Street fagets have nothing else to do , go clean the highways !!!!!""",toxic,ingles
1741,"""hola wey como estas hoy :)""",clean,español
1742,"""alguien sabe qien juega ahora?""",clean,español
1743,"""I get it now 😄""",clean,ingles
1744,"""me rei demasiado xD""",clean,español
1745,"""wenas bro todo chill :)""",clean,español
1746,"""Muslims like to spit on white people.
 Brought in by Muslims or nggrs I still wait for my big plasma cheap tv looted in some shop.""",toxic,ingles
1747,"""ni para eso sirves""",toxic,español
1748,"""Good explanation style 👍""",clean,ingles
1749,"""alguien sabe si hay drops?""",clean,español
1750,"""no sirves pa esto""",toxic,español
1751,"""okupas sucios""",hate,español
1752,"""Helpful and easy to get.""",clean,ingles
1753,"""aprende algo""",toxic,español
1754,"""otra vez tus tonterías""",toxic,español
1755,"""socialistas obreros""",hate,español
1756,"""Ragheads are bomb makers""",hate,ingles
1757,"""indepes locos""",hate,español
1758,"""qien mas esperando el boss?""",clean,español
1759,"""What a fucking douche bag""",toxic,ingles
1760,"""gg wp gracias x todo""",clean,español
1761,"""homosexuales sidosos""",hate,español
1762,"""wey ya cansasss""",toxic,español
1763,"""People say blacks play the victim. 
 
 But according to the comments its our fault that the elected officals are racists. 
 
 Whites had a good thing going in Missouri but they had to be racist. 
 
 All white folks do is point fingers. 
 Take these punk bitches out of power. 
 
 We goin back to racism. 
 
 Deport everyone else. 
 
  """,toxic,ingles
1764,"""Filthy refugees go back""",hate,ingles
1765,"""kekw no esperaba :o""",clean,español
1766,"""Add another imbecile to the bunch, reporter is a incompetent bastard""",toxic,ingles
1767,"""qué comentario tan inútil""",toxic,español
1768,"""qué pendejada bro""",toxic,español
1769,"""españoles dramaticos""",hate,español
1770,"""bassem I think walmart is hiring for the holidays. get a job loser!!!""",toxic,ingles
1771,"""no sabes ni q estas diciendo JAJA""",toxic,español
1772,"""Blacks are thugs""",hate,ingles
1773,"""Straightforward and clear.""",clean,ingles
1774,"""All kikes should be gassed""",hate,ingles
1775,"""This helped me understand better.""",clean,ingles
1776,"""me da coraje leerte""",toxic,español
1777,"""mejor guarda silencio""",toxic,español
1778,"""Ugly dykes are gross""",hate,ingles
1779,"""YEah You are right 1 white shot a black all hell break lose , black shot black no protest maybe if they start doing protest on black shotting black , you can buy in thier story ,""",toxic,ingles
1780,"""Look at these disgusting trannies""",hate,ingles
1781,"""Gays destroy the concept of family""",hate,ingles
1782,"""q onda wey listos pa jugar?""",clean,español
1783,"""das pena ajena bro""",toxic,español
1784,"""q fastidio verte escribir""",toxic,español
1785,"""rumanos gitanos""",hate,español
1786,"""Retards are burdens""",hate,ingles
1787,"""Ah, beautiful.""",toxic,ingles
1788,"""pog ese play 🤩""",clean,español
1789,"""gays adopción""",hate,español
1790,"""I understand this now.""",clean,ingles
1791,"""Police cleaned that mess up quick! Nice.""",toxic,ingles
1792,"""Clear and easy to follow.""",clean,ingles
1793,"""q onda viejo o/""",clean,español
1794,"""buenas compas listos 😄""",clean,español
1795,"""vamos por la W 🏆""",clean,español
1796,"""holaaa me quedo :3""",clean,español
1797,"""Easy to follow along.""",clean,ingles
1798,"""otra tontería""",toxic,español
1799,"""rojos de mierda""",hate,español
1800,"""Makes things easier to get.""",clean,ingles
1801,"""This is understandable.""",clean,ingles
1802,"""nmms q verguenza ajena 😬😬""",toxic,español
1803,"""q ridiculo te ves diciendo eso 🤡""",toxic,español
1804,"""VAMOS bro tu puedes 💪""",clean,español
1805,"""gays derechos""",hate,español
1806,"""vamosss ultima ronda 🎯""",clean,español
1807,"""eres un tonto tonto tonto, ya cállate 🙄""",toxic,español
1808,"""I enjoyed this explanation.""",clean,ingles
1809,"""africanos tribus""",hate,español
1810,"""gays enfermos""",hate,español
1811,"""This is pretty clear.""",clean,ingles
1812,"""Useless retards should not exist""",hate,ingles
1813,"""Pretty clear message.""",clean,ingles
1814,"""mujeres objetos""",hate,español
1815,"""q comentario tan inutil 😒""",toxic,español
1816,"""wey deja d opinar al chile""",toxic,español
1817,"""I agree with your point.""",clean,ingles
1818,"""comunistas hambre""",hate,español
1819,"""q comentario tan tonto""",toxic,español
1820,"""F pero la pase genial 😊""",clean,español
1821,"""wenas compa listo 🎮""",clean,español
1822,"""kekw no puede ser""",clean,español
1823,"""no sabes nada de nada""",toxic,español
1824,"""JAJAJA increible chat""",clean,español
1825,"""progres buenistas""",hate,español
1826,"""hey chat activo xD""",clean,español
1827,"""Short and sweet.""",clean,ingles
1828,"""hey gente uwu""",clean,español
1829,"""q comentario tan pendejo""",toxic,español
1830,"""gays viciosos""",hate,español
1831,"""menas delincuentes""",hate,español
1832,"""dale dale no aflojes 💪""",clean,español
1833,"""me encanta tu estilo bro 😍""",clean,español
1834,"""That punk did not get blasted for no reason!! If that cop didn't shoot him someone else would have!!""",toxic,ingles
1835,"""eres un pendejo total, no sabes NADA!!! 🤡""",toxic,español
1836,"""chat activo se siente 👏""",clean,español
1837,"""podemitas bolivarianos""",hate,español
1838,"""sanchistas dictadura""",hate,español
1839,"""esto ya es GG? :o""",clean,español
1840,"""animo maestro se logra 😄""",clean,español
1841,"""progres hipócritas""",hate,español
1842,"""This is explained well.""",clean,ingles
1843,"""This is actually pretty interesting.""",clean,ingles
1844,"""q ganas d llamar la atencion""",toxic,español
1845,"""nazis esvástica""",hate,español
1846,"""Nice explanation fr.""",clean,ingles
1847,"""nmms puras incoherencias""",toxic,español
1848,"""no aportas nada""",toxic,español
1849,"""What a waste of time talking to that idiot. ""You know what Im sayin."" ""I'll believe what I want to believe.""- Yup- hell with facts or evidence. Loser.""",toxic,ingles
1850,"""pobres sucios""",hate,español
1851,"""GG EZ WIN 😄""",clean,español
1852,"""This feels well organized.""",clean,ingles
1853,"""alguien sabe qien juega ahora?""",clean,español
1854,"""Niggers are monkeys""",hate,ingles
1855,"""q comentario tan x""",toxic,español
1856,"""HOLA chat holaaaa 😊""",clean,español
1857,"""Clean presentation.""",clean,ingles
1858,"""What a fucking douche bag""",toxic,ingles
1859,"""latinos bandas""",hate,español
1860,"""Our shit serving media concocts a story, white cop kills an innocent black teenager, which is bullshit, to get the ""black community"" up in arms, they burn shit down..more stories for these useless talking heads to get in front of a camera with. At least once a week i see a black on white crime reported on the news..no national attention , no federal involvement...wtf? Black men need to stand up and be fathers and stop looking for excuses.. fuck yall.. all yall.""",toxic,ingles
1861,"""nazis alemanes""",hate,español
1862,"""mejor cállate""",toxic,español
1863,"""poggers chat poggers 🤩""",clean,español
1864,"""Racial profiling and police intimidation? He robbed a store and got killed as a result. Fucking excuses man. Black people shouldn't have to get arrested when they commit a strong arm robbery. When black people get violent they shouldn't have to fear getting put down like an animal. He actually said we shouldn't have to worry about warrants. lol. Fucking piece of human garbage.""",toxic,ingles
1865,"""eres un pendejo total, no sabes NADA!!! 🤡""",toxic,español
1866,"""socialistas paguitas""",hate,español
1867,"""muy pro eso mano 👏""",clean,español
1868,"""Jews are the enemy of humanity""",hate,ingles
1869,"""esa jugada fue brutal 🔥""",clean,español
1870,"""Calm and informative 👍""",clean,ingles
1871,"""qien fue el mvp?""",clean,español
1872,"""se ve todo super limpio ✨""",clean,español
1873,"""poggers total chat ✨""",clean,español
1874,"""The editing is clean 👍""",clean,ingles
1875,"""bro aprende algo nuevo""",toxic,español
1876,"""puras estupideces dices""",toxic,español
1877,"""Blue lives let’s matter send those BLM commies our of our streets""",toxic,ingles
1878,"""comentario todo mal""",toxic,español
1879,"""otra tontería""",toxic,español
1880,"""Good structure overall.""",clean,ingles
1881,"""puras babosadas""",toxic,español
1882,"""I really like this video 😊""",clean,ingles
1883,"""heard a Billionaire funded these organised riots ,what a fucken suck joke""",toxic,ingles
1884,"""This was helpful, thanks 🙂""",clean,ingles
1885,"""rusos comunistas""",hate,español
1886,"""does this guy riot before or after work? Orrrr, let me guess he fucks off all day doing nothing.""",toxic,ingles
1887,"""okupas perro""",hate,español
1888,"""das flojera bro""",toxic,español
1889,"""menas menores""",hate,español
1890,"""Clear and easy explanation.""",clean,ingles
1891,"""nmms eso ni tu t lo crees""",toxic,español
1892,"""Well organized thoughts.""",clean,ingles
1893,"""otra vez comentando puras babosadas jajaja""",toxic,español
1894,"""me encanta este juego wey 😍""",clean,español
1895,"""mejor borra esto""",toxic,español
1896,"""dale ultimo push 💪""",clean,español
1897,"""moros invasores""",hate,español
1898,"""voxeros racistas""",hate,español
1899,"""homosexuales sidosos""",hate,español
1900,"""I understand it now.""",clean,ingles
1901,"""I hate all niggers""",hate,ingles
1902,"""otra vez tú??? ya lárgate pls 🙃""",toxic,español
1903,"""holaaa desde casita 😊""",clean,español
1904,"""confianza total chat 😎""",clean,español
1905,"""a qe hora empieza esto?""",clean,español
1906,"""pobres vagos""",hate,español
1907,"""SIII se puede 🏆""",clean,español
1908,"""no sabes opinar""",toxic,español
1909,"""neta esta buenisimo esto 😎""",clean,español
1910,"""rumanos ladrones""",hate,español
1911,"""muy crack lo tuyo 💯""",clean,español
1912,"""Dirtbags all of them. Including CNN""",toxic,ingles
1913,"""pobres calle""",hate,español
1914,"""Racial profiling and police intimidation? He robbed a store and got killed as a result. Fucking excuses man. Black people shouldn't have to get arrested when they commit a strong arm robbery. When black people get violent they shouldn't have to fear getting put down like an animal. He actually said we shouldn't have to worry about warrants. lol. Fucking piece of human garbage.""",toxic,ingles
1915,"""Helpful content, thanks 😊""",clean,ingles
1916,"""hablas por hablar""",toxic,español
1917,"""All chinks should leave""",hate,ingles
1918,"""This explanation was clean.""",clean,ingles
1919,"""q comentario tan tonto""",toxic,español
1920,"""CNN mother fuckers....fuck you peace of shit!""",toxic,ingles
1921,"""qien anda desde inicio?""",clean,español
1922,"""JAJAJA y luego se ofenden""",toxic,español
1923,"""alguien sabe raid?""",clean,español
1924,"""no aflojes rey 😎""",clean,español
1925,"""comentario basura""",toxic,español
1926,"""cuándo empieza el evento???""",clean,español
1927,"""podemitas chavistas""",hate,español
1928,"""borregos ignorantes""",hate,español
1929,"""Fucking savages! Protest sumthing real... Like how your government is robbing you and sendin your kids to an elegal WAR! You are the laughing stock of America congrats!""",toxic,ingles
1930,"""wey yaaa, suficiente 😤""",toxic,español
1931,"""ez limpio 😎""",clean,español
1932,"""I appreciate the explanation.""",clean,ingles
1933,"""hablas por hablar""",toxic,español
1934,"""esa play estuvo brutal 🔥""",clean,español
1935,"""pobres vagos""",hate,español
1936,"""q comentario tan feo""",toxic,español
1937,"""Trannies are mutilating themselves""",hate,ingles
1938,"""qué ridículo""",toxic,español
1939,"""indepes lazo""",hate,español
1940,"""The city is full of really, really, really dumb people. Can't try to reason with them.""",toxic,ingles
1941,"""indepes traidores""",hate,español
1942,"""GG chat se disfruto ❤️""",clean,español
1943,"""Clean presentation.""",clean,ingles
1944,"""no sabes nada""",toxic,español
1945,"""qué comentario tan inútil""",toxic,español
1946,"""kekw momento random 😂""",clean,español
1947,"""comentario pendejo""",toxic,español
1948,"""eres insufribleeee, nadie t aguanta""",toxic,español
1949,"""q onda viejo o/""",clean,español
1950,"""This explanation is solid.""",clean,ingles
1951,"""This feels very relatable tbh.""",clean,ingles
1952,"""hablas por hablar""",toxic,español
1953,"""Faggots burn in hell""",hate,ingles
1954,"""no aportas nada""",toxic,español
1955,"""homosexuales sidosos""",hate,español
1956,"""comentario inútil""",toxic,español
1957,"""comentario ridículo""",toxic,español
1958,"""What's with all the dislikes? White people are that offended? You thought racism wasn't an issue anymore....think again""",toxic,ingles
